Query	KO_ID	KO_name,KO_definition	Hyperlink	Paths
Glyma.16G046600	K14684	SLC25A23S; solute carrier family 25 (mitochondrial phosphate transporter), member 23/24/25/41	http://www.genome.jp/dbget-bin/www_bget?ko:K14684	_
Glyma.16G046900	K11755	hisIE; phosphoribosyl-AMP cyclohydrolase / phosphoribosyl-ATP pyrophosphohydrolase [EC:3.5.4.19 3.6.1.31]	http://www.genome.jp/dbget-bin/www_bget?ko:K11755	ko00340;ko01100;ko01110;ko01230
Glyma.16G047100	K04733	IRAK4; interleukin-1 receptor-associated kinase 4 [EC:2.7.11.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K04733	ko04010;ko04064;ko04620;ko04621;ko04624;ko04722;ko05130;ko05132;ko05133;ko05135;ko05140;ko05142;ko05145;ko05152;ko05161;ko05162;ko05164;ko05168;ko05169;ko05170
Glyma.16G047300	K04733	IRAK4; interleukin-1 receptor-associated kinase 4 [EC:2.7.11.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K04733	ko04010;ko04064;ko04620;ko04621;ko04624;ko04722;ko05130;ko05132;ko05133;ko05135;ko05140;ko05142;ko05145;ko05152;ko05161;ko05162;ko05164;ko05168;ko05169;ko05170
Glyma.16G047600	K09286	EREBP; EREBP-like factor	http://www.genome.jp/dbget-bin/www_bget?ko:K09286	_
Glyma.16G047800	K11420	EHMT; [histone H3]-lysine9 N-trimethyltransferase EHMT [EC:2.1.1.355]	http://www.genome.jp/dbget-bin/www_bget?ko:K11420	ko00310;ko01100;ko04211
Glyma.16G048200	K23880	RETREG; reticulophagy regulator	http://www.genome.jp/dbget-bin/www_bget?ko:K23880	_
Glyma.16G048300	K23880	RETREG; reticulophagy regulator	http://www.genome.jp/dbget-bin/www_bget?ko:K23880	_
Glyma.16G049100	K01455	E3.5.1.49; formamidase [EC:3.5.1.49]	http://www.genome.jp/dbget-bin/www_bget?ko:K01455	ko00460;ko00630;ko00910;ko01100;ko01200
Glyma.16G049200	K14822	CGR1; rRNA-processing protein CGR1	http://www.genome.jp/dbget-bin/www_bget?ko:K14822	_
Glyma.16G049300	K00928	lysC; aspartate kinase [EC:2.7.2.4]	http://www.genome.jp/dbget-bin/www_bget?ko:K00928	ko00260;ko00261;ko00270;ko00300;ko01100;ko01110;ko01120;ko01130;ko01210;ko01230
Glyma.16G049600	K12882	NCBP1, CBP80; nuclear cap-binding protein subunit 1	http://www.genome.jp/dbget-bin/www_bget?ko:K12882	ko03013;ko03015;ko03040
Glyma.16G049800	K01455	E3.5.1.49; formamidase [EC:3.5.1.49]	http://www.genome.jp/dbget-bin/www_bget?ko:K01455	ko00460;ko00630;ko00910;ko01100;ko01200
Glyma.16G050000	K15102	SLC25A3, PHC, PIC; solute carrier family 25 (mitochondrial phosphate transporter), member 3	http://www.genome.jp/dbget-bin/www_bget?ko:K15102	_
Glyma.16G050100	K15102	SLC25A3, PHC, PIC; solute carrier family 25 (mitochondrial phosphate transporter), member 3	http://www.genome.jp/dbget-bin/www_bget?ko:K15102	_
Glyma.16G050200	K02148	ATPeV1C, ATP6C; V-type H+-transporting ATPase subunit C	http://www.genome.jp/dbget-bin/www_bget?ko:K02148	ko00190;ko01100;ko04145;ko04150;ko04721;ko04966;ko05110;ko05120;ko05165;ko05323
Glyma.16G050300	K01653	E2.2.1.6S, ilvH, ilvN; acetolactate synthase I/III small subunit [EC:2.2.1.6]	http://www.genome.jp/dbget-bin/www_bget?ko:K01653	ko00290;ko00650;ko00660;ko00770;ko01100;ko01110;ko01130;ko01210;ko01230
Glyma.16G050500	K14485	TIR1; transport inhibitor response 1	http://www.genome.jp/dbget-bin/www_bget?ko:K14485	ko04075
Glyma.16G050800	K13250	SSR2; translocon-associated protein subunit beta	http://www.genome.jp/dbget-bin/www_bget?ko:K13250	ko04141
Glyma.16G052000	K18696	GDE1; glycerophosphodiester phosphodiesterase [EC:3.1.4.46]	http://www.genome.jp/dbget-bin/www_bget?ko:K18696	ko00564
Glyma.16G052200	K04733	IRAK4; interleukin-1 receptor-associated kinase 4 [EC:2.7.11.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K04733	ko04010;ko04064;ko04620;ko04621;ko04624;ko04722;ko05130;ko05132;ko05133;ko05135;ko05140;ko05142;ko05145;ko05152;ko05161;ko05162;ko05164;ko05168;ko05169;ko05170
Glyma.16G052300	K16675	ZDHHC9_14_18; palmitoyltransferase ZDHHC9/14/18 [EC:2.3.1.225]	http://www.genome.jp/dbget-bin/www_bget?ko:K16675	ko04391
Glyma.16G052600	K07195	EXOC7, EXO70; exocyst complex component 7	http://www.genome.jp/dbget-bin/www_bget?ko:K07195	ko04910;ko05132
Glyma.16G052700	K15559	RTT103; regulator of Ty1 transposition protein 103	http://www.genome.jp/dbget-bin/www_bget?ko:K15559	_
Glyma.16G052800	K03676	grxC, GLRX, GLRX2; glutaredoxin 3	http://www.genome.jp/dbget-bin/www_bget?ko:K03676	_
Glyma.16G053000	K14494	DELLA; DELLA protein	http://www.genome.jp/dbget-bin/www_bget?ko:K14494	ko04075
Glyma.16G053300	K15400	HHT1; omega-hydroxypalmitate O-feruloyl transferase [EC:2.3.1.188]	http://www.genome.jp/dbget-bin/www_bget?ko:K15400	ko00073
Glyma.16G053400	K17260	ACTR2, ARP2; actin-related protein 2	http://www.genome.jp/dbget-bin/www_bget?ko:K17260	ko04138;ko04530;ko05135
Glyma.16G053500	K18730	GIGYF; PERQ amino acid-rich with GYF domain-containing protein	http://www.genome.jp/dbget-bin/www_bget?ko:K18730	_
Glyma.16G053900	K16221	TCP21, CHE; transcription factor TCP21 (protein CCA1 HIKING EXPEDITION)	http://www.genome.jp/dbget-bin/www_bget?ko:K16221	ko04712
Glyma.16G055900	K00430	E1.11.1.7; peroxidase [EC:1.11.1.7]	http://www.genome.jp/dbget-bin/www_bget?ko:K00430	ko00940;ko01100;ko01110
Glyma.16G056100	K18801	GXM; glucuronoxylan 4-O-methyltransferase [EC:2.1.1.112]	http://www.genome.jp/dbget-bin/www_bget?ko:K18801	_
Glyma.16G056300	K10808	RRM2; ribonucleoside-diphosphate reductase subunit M2 [EC:1.17.4.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K10808	ko00230;ko00240;ko00480;ko00983;ko01100;ko04115
Glyma.16G056700	K11368	ENY2, DC6, SUS1; enhancer of yellow 2 transcription factor	http://www.genome.jp/dbget-bin/www_bget?ko:K11368	_
Glyma.16G057100	K20665	CYP94B; jasmonoyl-L-amino acid 12-hydroxylase [EC:1.14.14.48]	http://www.genome.jp/dbget-bin/www_bget?ko:K20665	_
Glyma.16G057600	K05016	CLCN7; chloride channel 7	http://www.genome.jp/dbget-bin/www_bget?ko:K05016	_
Glyma.16G058000	K14560	IMP3; U3 small nucleolar ribonucleoprotein protein IMP3	http://www.genome.jp/dbget-bin/www_bget?ko:K14560	ko03008
Glyma.16G058100	K01052	LIPA; lysosomal acid lipase/cholesteryl ester hydrolase [EC:3.1.1.13]	http://www.genome.jp/dbget-bin/www_bget?ko:K01052	ko00100;ko04142;ko04979
Glyma.16G058200	K00876	udk, UCK; uridine kinase [EC:2.7.1.48]	http://www.genome.jp/dbget-bin/www_bget?ko:K00876	ko00240;ko00983;ko01100
Glyma.16G058300	K10733	GINS2, PSF2; GINS complex subunit 2	http://www.genome.jp/dbget-bin/www_bget?ko:K10733	_
Glyma.16G058700	K17964	LRPPRC; leucine-rich PPR motif-containing protein, mitochondrial	http://www.genome.jp/dbget-bin/www_bget?ko:K17964	_
Glyma.16G058800	K01658	trpG; anthranilate synthase component II [EC:4.1.3.27]	http://www.genome.jp/dbget-bin/www_bget?ko:K01658	ko00400;ko00405;ko01100;ko01110;ko01130;ko01230;ko02024;ko02025
Glyma.16G059000	K01783	rpe, RPE; ribulose-phosphate 3-epimerase [EC:5.1.3.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K01783	ko00030;ko00040;ko00710;ko01100;ko01110;ko01120;ko01130;ko01200;ko01230
Glyma.16G059300	K13448	CML; calcium-binding protein CML	http://www.genome.jp/dbget-bin/www_bget?ko:K13448	ko04626
Glyma.16G059700	K23880	RETREG; reticulophagy regulator	http://www.genome.jp/dbget-bin/www_bget?ko:K23880	_
Glyma.16G059801	K22138	MPC1; mitochondrial pyruvate carrier 1	http://www.genome.jp/dbget-bin/www_bget?ko:K22138	_
Glyma.16G059900	K22138	MPC1; mitochondrial pyruvate carrier 1	http://www.genome.jp/dbget-bin/www_bget?ko:K22138	_
Glyma.16G060000	K06670	SCC1, MCD1, RAD21; cohesin complex subunit SCC1	http://www.genome.jp/dbget-bin/www_bget?ko:K06670	ko04110;ko04111
Glyma.16G061500	K02939	RP-L9, MRPL9, rplI; large subunit ribosomal protein L9	http://www.genome.jp/dbget-bin/www_bget?ko:K02939	ko03010
Glyma.16G061600	K05387	GRIP; glutamate receptor, ionotropic, plant	http://www.genome.jp/dbget-bin/www_bget?ko:K05387	_
Glyma.16G061800	K05387	GRIP; glutamate receptor, ionotropic, plant	http://www.genome.jp/dbget-bin/www_bget?ko:K05387	_
Glyma.16G062100	K00413	CYC1, CYT1, petC; ubiquinol-cytochrome c reductase cytochrome c1 subunit	http://www.genome.jp/dbget-bin/www_bget?ko:K00413	ko00190;ko01100;ko02020;ko04260;ko04714;ko04932;ko05010;ko05012;ko05016
Glyma.16G063000	K12844	PRPF31; U4/U6 small nuclear ribonucleoprotein PRP31	http://www.genome.jp/dbget-bin/www_bget?ko:K12844	ko03040
Glyma.16G063100	K15627	ASPSCR1, ASPL; tether containing UBX domain for GLUT4	http://www.genome.jp/dbget-bin/www_bget?ko:K15627	ko05202
Glyma.16G063200	K00036	G6PD, zwf; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	http://www.genome.jp/dbget-bin/www_bget?ko:K00036	ko00030;ko00480;ko01100;ko01110;ko01120;ko01130;ko01200;ko05230
Glyma.16G063300	K05294	PGAP1; GPI inositol-deacylase [EC:3.-.-.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K05294	ko00563;ko01100
Glyma.16G063700	K09422	MYBP; transcription factor MYB, plant	http://www.genome.jp/dbget-bin/www_bget?ko:K09422	_
Glyma.16G063900	K20781	SGT1; peptidyl serine alpha-galactosyltransferase [EC:2.4.1.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K20781	ko00514
Glyma.16G064100	K23880	RETREG; reticulophagy regulator	http://www.genome.jp/dbget-bin/www_bget?ko:K23880	_
Glyma.16G064200	K23880	RETREG; reticulophagy regulator	http://www.genome.jp/dbget-bin/www_bget?ko:K23880	_
Glyma.16G064401	K04733	IRAK4; interleukin-1 receptor-associated kinase 4 [EC:2.7.11.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K04733	ko04010;ko04064;ko04620;ko04621;ko04624;ko04722;ko05130;ko05132;ko05133;ko05135;ko05140;ko05142;ko05145;ko05152;ko05161;ko05162;ko05164;ko05168;ko05169;ko05170
Glyma.16G064800	K04733	IRAK4; interleukin-1 receptor-associated kinase 4 [EC:2.7.11.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K04733	ko04010;ko04064;ko04620;ko04621;ko04624;ko04722;ko05130;ko05132;ko05133;ko05135;ko05140;ko05142;ko05145;ko05152;ko05161;ko05162;ko05164;ko05168;ko05169;ko05170
Glyma.16G064900	K13420	FLS2; LRR receptor-like serine/threonine-protein kinase FLS2 [EC:2.7.11.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K13420	ko04016;ko04626
Glyma.16G065000	K13420	FLS2; LRR receptor-like serine/threonine-protein kinase FLS2 [EC:2.7.11.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K13420	ko04016;ko04626
Glyma.16G065200	K23880	RETREG; reticulophagy regulator	http://www.genome.jp/dbget-bin/www_bget?ko:K23880	_
Glyma.16G065400	K13420	FLS2; LRR receptor-like serine/threonine-protein kinase FLS2 [EC:2.7.11.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K13420	ko04016;ko04626
Glyma.16G065500	K23880	RETREG; reticulophagy regulator	http://www.genome.jp/dbget-bin/www_bget?ko:K23880	_
Glyma.16G065600	K23880	RETREG; reticulophagy regulator	http://www.genome.jp/dbget-bin/www_bget?ko:K23880	_
Glyma.16G065900	K12386	CTNS; cystinosin	http://www.genome.jp/dbget-bin/www_bget?ko:K12386	ko04142
Glyma.16G066000	K07556	ATPeAF2, ATPAF2, ATP12; ATP synthase mitochondrial F1 complex assembly factor 2	http://www.genome.jp/dbget-bin/www_bget?ko:K07556	_
Glyma.16G066200	K00235	SDHB, SDH2; succinate dehydrogenase (ubiquinone) iron-sulfur subunit [EC:1.3.5.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K00235	ko00020;ko00190;ko01100;ko01110;ko01120;ko01130;ko01200;ko04714;ko04932;ko05010;ko05012;ko05016
Glyma.16G066600	K01369	LGMN; legumain [EC:3.4.22.34]	http://www.genome.jp/dbget-bin/www_bget?ko:K01369	ko04142;ko04612
Glyma.16G066800	K23880	RETREG; reticulophagy regulator	http://www.genome.jp/dbget-bin/www_bget?ko:K23880	_
Glyma.16G067200	K18156	ATP23, XRCC6BP1; mitochondrial inner membrane protease ATP23 [EC:3.4.24.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K18156	_
Glyma.16G067500	K01076	ABHD17; abhydrolase domain-containing protein 17 [EC:3.1.2.22]	http://www.genome.jp/dbget-bin/www_bget?ko:K01076	_
Glyma.16G068000	K03231	EEF1A; elongation factor 1-alpha	http://www.genome.jp/dbget-bin/www_bget?ko:K03231	ko03013;ko05134;ko05140
Glyma.16G068100	K12639	CYP724B1, D11; cytochrome P450 family 724 subfamily B polypeptide 1 [EC:1.14.13.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K12639	ko00905;ko01100;ko01110
Glyma.16G068400	K16280	RGLG; E3 ubiquitin-protein ligase RGLG [EC:2.3.2.27]	http://www.genome.jp/dbget-bin/www_bget?ko:K16280	_
Glyma.16G069000	K11364	SGF29; SAGA-associated factor 29	http://www.genome.jp/dbget-bin/www_bget?ko:K11364	_
Glyma.16G069200	K23880	RETREG; reticulophagy regulator	http://www.genome.jp/dbget-bin/www_bget?ko:K23880	_
Glyma.16G069400	K14850	RRP8; ribosomal RNA-processing protein 8 [EC:2.1.1.287]	http://www.genome.jp/dbget-bin/www_bget?ko:K14850	_
Glyma.16G070700	K08286	E2.7.11.-; protein-serine/threonine kinase [EC:2.7.11.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K08286	_
Glyma.16G070900	K12741	HNRNPA1_3; heterogeneous nuclear ribonucleoprotein A1/A3	http://www.genome.jp/dbget-bin/www_bget?ko:K12741	ko03040
Glyma.16G071100	K01164	POP1; ribonuclease P/MRP protein subunit POP1 [EC:3.1.26.5]	http://www.genome.jp/dbget-bin/www_bget?ko:K01164	ko03008;ko03013
Glyma.16G071900	K14962	WDR82, SWD2, CPS35; COMPASS component SWD2	http://www.genome.jp/dbget-bin/www_bget?ko:K14962	ko03015
Glyma.16G072300	K15271	HFM1, MER3; ATP-dependent DNA helicase HFM1/MER3 [EC:3.6.4.12]	http://www.genome.jp/dbget-bin/www_bget?ko:K15271	_
Glyma.16G072400	K03676	grxC, GLRX, GLRX2; glutaredoxin 3	http://www.genome.jp/dbget-bin/www_bget?ko:K03676	_
Glyma.16G072700	K09422	MYBP; transcription factor MYB, plant	http://www.genome.jp/dbget-bin/www_bget?ko:K09422	_
Glyma.16G073000	K09422	MYBP; transcription factor MYB, plant	http://www.genome.jp/dbget-bin/www_bget?ko:K09422	_
Glyma.16G073100	K08232	E1.6.5.4; monodehydroascorbate reductase (NADH) [EC:1.6.5.4]	http://www.genome.jp/dbget-bin/www_bget?ko:K08232	ko00053;ko01100
Glyma.16G073600	K18980	EO, FaQR; 2-methylene-furan-3-one reductase [EC:1.3.1.105]	http://www.genome.jp/dbget-bin/www_bget?ko:K18980	_
Glyma.16G074300	K08829	MAK; male germ cell-associated kinase [EC:2.7.11.22]	http://www.genome.jp/dbget-bin/www_bget?ko:K08829	_
Glyma.16G074600	K02873	RP-L13e, RPL13; large subunit ribosomal protein L13e	http://www.genome.jp/dbget-bin/www_bget?ko:K02873	ko03010
Glyma.16G074700	K15449	TYW1; tRNA wybutosine-synthesizing protein 1 [EC:4.1.3.44]	http://www.genome.jp/dbget-bin/www_bget?ko:K15449	_
Glyma.16G074800	K15449	TYW1; tRNA wybutosine-synthesizing protein 1 [EC:4.1.3.44]	http://www.genome.jp/dbget-bin/www_bget?ko:K15449	_
Glyma.16G075000	K22048	MSL4S; mechanosensitive ion channel protein 4/5/6/7/8/9/10	http://www.genome.jp/dbget-bin/www_bget?ko:K22048	_
Glyma.16G075400	K08488	STX7; syntaxin 7	http://www.genome.jp/dbget-bin/www_bget?ko:K08488	ko04130;ko04145
Glyma.16G075700	K19882	NOTUM; O-palmitoleoyl-L-serine hydrolase [EC:3.1.1.98]	http://www.genome.jp/dbget-bin/www_bget?ko:K19882	ko04310
Glyma.16G075800	K19882	NOTUM; O-palmitoleoyl-L-serine hydrolase [EC:3.1.1.98]	http://www.genome.jp/dbget-bin/www_bget?ko:K19882	ko04310
Glyma.16G076300	K17756	FAO3; long-chain-alcohol oxidase [EC:1.1.3.20]	http://www.genome.jp/dbget-bin/www_bget?ko:K17756	_
Glyma.16G076500	K12400	AP4E1; AP-4 complex subunit epsilon-1	http://www.genome.jp/dbget-bin/www_bget?ko:K12400	ko04142
Glyma.16G076600	K09843	CYP707A; (+)-abscisic acid 8'-hydroxylase [EC:1.14.14.137]	http://www.genome.jp/dbget-bin/www_bget?ko:K09843	ko00906
Glyma.16G076700	K20784	XEG113; arabinosyltransferase [EC:2.4.2.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K20784	ko00514
Glyma.16G077300	K07151	STT3; dolichyl-diphosphooligosaccharide---protein glycosyltransferase [EC:2.4.99.18]	http://www.genome.jp/dbget-bin/www_bget?ko:K07151	ko00510;ko00513;ko01100;ko04141
Glyma.16G077600	K02990	RP-S6, MRPS6, rpsF; small subunit ribosomal protein S6	http://www.genome.jp/dbget-bin/www_bget?ko:K02990	ko03010
Glyma.16G077700	K06063	SNW1, SKIIP, SKIP; SNW domain-containing protein 1	http://www.genome.jp/dbget-bin/www_bget?ko:K06063	ko03040;ko04330;ko05169;ko05203
Glyma.16G077800	K00029	E1.1.1.40, maeB; malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]	http://www.genome.jp/dbget-bin/www_bget?ko:K00029	ko00620;ko00710;ko01100;ko01120;ko01200;ko03320
Glyma.16G078100	K05658	ABCB1, CD243; ATP-binding cassette, subfamily B (MDR/TAP), member 1 [EC:7.6.2.2]	http://www.genome.jp/dbget-bin/www_bget?ko:K05658	ko02010;ko04976;ko05206;ko05226
Glyma.16G078200	K19366	SPG20; spartin	http://www.genome.jp/dbget-bin/www_bget?ko:K19366	ko04144
Glyma.16G078500	K17795	TIM17; mitochondrial import inner membrane translocase subunit TIM17	http://www.genome.jp/dbget-bin/www_bget?ko:K17795	_
Glyma.16G078800	K00924	E2.7.1.-; kinase [EC:2.7.1.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K00924	_
Glyma.16G078900	K23880	RETREG; reticulophagy regulator	http://www.genome.jp/dbget-bin/www_bget?ko:K23880	_
Glyma.16G079000	K23880	RETREG; reticulophagy regulator	http://www.genome.jp/dbget-bin/www_bget?ko:K23880	_
Glyma.16G079200	K04733	IRAK4; interleukin-1 receptor-associated kinase 4 [EC:2.7.11.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K04733	ko04010;ko04064;ko04620;ko04621;ko04624;ko04722;ko05130;ko05132;ko05133;ko05135;ko05140;ko05142;ko05145;ko05152;ko05161;ko05162;ko05164;ko05168;ko05169;ko05170
Glyma.16G079400	K19613	SHOC2, SUR8; leucine-rich repeat protein SHOC2	http://www.genome.jp/dbget-bin/www_bget?ko:K19613	ko04014
Glyma.16G079600	K13434	PTI6; pathogenesis-related genes transcriptional activator PTI6	http://www.genome.jp/dbget-bin/www_bget?ko:K13434	ko04626
Glyma.16G080100	K08472	MLO; mlo protein	http://www.genome.jp/dbget-bin/www_bget?ko:K08472	_
Glyma.16G080700	K13484	TTHL; 5-hydroxyisourate hydrolase / 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase [EC:3.5.2.17 4.1.1.97]	http://www.genome.jp/dbget-bin/www_bget?ko:K13484	ko00230;ko01100
Glyma.16G080800	K23339	YPEL5; protein yippee-like 5	http://www.genome.jp/dbget-bin/www_bget?ko:K23339	_
Glyma.16G080900	K05605	HIBCH; 3-hydroxyisobutyryl-CoA hydrolase [EC:3.1.2.4]	http://www.genome.jp/dbget-bin/www_bget?ko:K05605	ko00280;ko00410;ko00640;ko01100;ko01200
Glyma.16G081200	K01114	plc; phospholipase C [EC:3.1.4.3]	http://www.genome.jp/dbget-bin/www_bget?ko:K01114	ko00562;ko00564;ko00565;ko01100;ko01110;ko02024;ko04919
Glyma.16G081400	K00134	GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]	http://www.genome.jp/dbget-bin/www_bget?ko:K00134	ko00010;ko00710;ko01100;ko01110;ko01120;ko01130;ko01200;ko01230;ko04066;ko05010;ko05130;ko05132
Glyma.16G082400	K14006	SEC23; protein transport protein SEC23	http://www.genome.jp/dbget-bin/www_bget?ko:K14006	ko04141
Glyma.16G082700	K16296	SCPL-I; serine carboxypeptidase-like clade I [EC:3.4.16.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K16296	_
Glyma.16G082800	K02991	RP-S6e, RPS6; small subunit ribosomal protein S6e	http://www.genome.jp/dbget-bin/www_bget?ko:K02991	ko01521;ko03010;ko04066;ko04150;ko04151;ko04371;ko04714;ko04910;ko05205
Glyma.16G082900	K16569	TUBGCP2, GCP2; gamma-tubulin complex component 2	http://www.genome.jp/dbget-bin/www_bget?ko:K16569	_
Glyma.16G083100	K17275	PLS1; plastin-1	http://www.genome.jp/dbget-bin/www_bget?ko:K17275	_
Glyma.16G083500	K16904	DCTPP1; dCTP diphosphatase [EC:3.6.1.12]	http://www.genome.jp/dbget-bin/www_bget?ko:K16904	ko00240;ko01100
Glyma.16G083600	K01051	E3.1.1.11; pectinesterase [EC:3.1.1.11]	http://www.genome.jp/dbget-bin/www_bget?ko:K01051	ko00040;ko01100;ko02020
Glyma.16G083800	K01893	NARS, asnS; asparaginyl-tRNA synthetase [EC:6.1.1.22]	http://www.genome.jp/dbget-bin/www_bget?ko:K01893	ko00970
Glyma.16G084100	K19985	EXOC6, SEC15; exocyst complex component 6	http://www.genome.jp/dbget-bin/www_bget?ko:K19985	_
Glyma.16G084700	K20714	OXI1; serine/threonine-protein kinase OXI1 [EC:2.7.11.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K20714	ko04016
Glyma.16G084800	K03012	RPB4, POLR2D; DNA-directed RNA polymerase II subunit RPB4	http://www.genome.jp/dbget-bin/www_bget?ko:K03012	ko03020;ko05016
Glyma.16G085300	K09561	STUB1, CHIP; STIP1 homology and U-box containing protein 1 [EC:2.3.2.27]	http://www.genome.jp/dbget-bin/www_bget?ko:K09561	ko04120;ko04141
Glyma.16G085500	K15032	MTERFD; mTERF domain-containing protein, mitochondrial	http://www.genome.jp/dbget-bin/www_bget?ko:K15032	_
Glyma.16G087200	K17732	PMPCB, MAS1; mitochondrial-processing peptidase subunit beta [EC:3.4.24.64]	http://www.genome.jp/dbget-bin/www_bget?ko:K17732	_
Glyma.16G087600	K20887	CSLC4; xyloglucan glycosyltransferase 4 [EC:2.4.1.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K20887	_
Glyma.16G087700	K02995	RP-S8e, RPS8; small subunit ribosomal protein S8e	http://www.genome.jp/dbget-bin/www_bget?ko:K02995	ko03010
Glyma.16G088000	K09571	FKBP4_5; FK506-binding protein 4/5 [EC:5.2.1.8]	http://www.genome.jp/dbget-bin/www_bget?ko:K09571	ko04915
Glyma.16G088200	K09569	FKBP2; FK506-binding protein 2 [EC:5.2.1.8]	http://www.genome.jp/dbget-bin/www_bget?ko:K09569	_
Glyma.16G088300	K17686	copA, ctpA, ATP7; P-type Cu+ transporter [EC:7.2.2.8]	http://www.genome.jp/dbget-bin/www_bget?ko:K17686	ko01524;ko04016
Glyma.16G088700	K08829	MAK; male germ cell-associated kinase [EC:2.7.11.22]	http://www.genome.jp/dbget-bin/www_bget?ko:K08829	_
Glyma.16G088900	K02959	RP-S16, MRPS16, rpsP; small subunit ribosomal protein S16	http://www.genome.jp/dbget-bin/www_bget?ko:K02959	ko03010
Glyma.16G089000	K00099	dxr; 1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267]	http://www.genome.jp/dbget-bin/www_bget?ko:K00099	ko00900;ko01100;ko01110;ko01130
Glyma.16G089300	K01495	GCH1, folE; GTP cyclohydrolase IA [EC:3.5.4.16]	http://www.genome.jp/dbget-bin/www_bget?ko:K01495	ko00790;ko01100
Glyma.16G089700	K17961	CYP82G1; trimethyltridecatetraene/dimethylnonatriene synthase [EC:1.14.14.58 1.14.14.59]	http://www.genome.jp/dbget-bin/www_bget?ko:K17961	ko00904
Glyma.16G089900	K17961	CYP82G1; trimethyltridecatetraene/dimethylnonatriene synthase [EC:1.14.14.58 1.14.14.59]	http://www.genome.jp/dbget-bin/www_bget?ko:K17961	ko00904
Glyma.16G090000	K23136	CYP82C4; fraxetin 5-hydroxylase [EC:1.14.14.164]	http://www.genome.jp/dbget-bin/www_bget?ko:K23136	_
Glyma.16G090700	K13456	RIN4; RPM1-interacting protein 4	http://www.genome.jp/dbget-bin/www_bget?ko:K13456	ko04626
Glyma.16G091100	K21407	APMAP; adipocyte plasma membrane-associated protein	http://www.genome.jp/dbget-bin/www_bget?ko:K21407	_
Glyma.16G091300	K09264	K09264; MADS-box transcription factor, plant	http://www.genome.jp/dbget-bin/www_bget?ko:K09264	_
Glyma.16G091400	K10908	POLRMT, RPO41; DNA-directed RNA polymerase, mitochondrial [EC:2.7.7.6]	http://www.genome.jp/dbget-bin/www_bget?ko:K10908	_
Glyma.16G091600	K10761	THG1; tRNA(His) guanylyltransferase [EC:2.7.7.79]	http://www.genome.jp/dbget-bin/www_bget?ko:K10761	_
Glyma.16G091800	K09419	HSFF; heat shock transcription factor, other eukaryote	http://www.genome.jp/dbget-bin/www_bget?ko:K09419	_
Glyma.16G091900	K08488	STX7; syntaxin 7	http://www.genome.jp/dbget-bin/www_bget?ko:K08488	ko04130;ko04145
Glyma.16G092100	K09422	MYBP; transcription factor MYB, plant	http://www.genome.jp/dbget-bin/www_bget?ko:K09422	_
Glyma.16G092200	K00913	ITPK1; inositol-1,3,4-trisphosphate 5/6-kinase / inositol-tetrakisphosphate 1-kinase [EC:2.7.1.159 2.7.1.134]	http://www.genome.jp/dbget-bin/www_bget?ko:K00913	ko00562;ko01100;ko04070
Glyma.16G092600	K04733	IRAK4; interleukin-1 receptor-associated kinase 4 [EC:2.7.11.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K04733	ko04010;ko04064;ko04620;ko04621;ko04624;ko04722;ko05130;ko05132;ko05133;ko05135;ko05140;ko05142;ko05145;ko05152;ko05161;ko05162;ko05164;ko05168;ko05169;ko05170
Glyma.16G092700	K16241	HY5; transcription factor HY5	http://www.genome.jp/dbget-bin/www_bget?ko:K16241	ko04712
Glyma.16G092800	K02872	RP-L13Ae, RPL13A; large subunit ribosomal protein L13Ae	http://www.genome.jp/dbget-bin/www_bget?ko:K02872	ko03010
