Chr	start	end	number	type	color
chr9	3200000	3299999	2	rect	green
chr9	3300000	3399999	1	rect	green
chr9	3400000	3499999	1	rect	green
chr9	3500000	3599999	3	rect	green
chr9	3600000	3699999	3	rect	green
chr9	3700000	3799999	3	rect	green
chr9	3800000	3899999	5	rect	green
chr9	3900000	3999999	2	rect	green
chr9	4000000	4099999	3	rect	green
chr9	4100000	4199999	1	rect	green
chr9	4200000	4299999	3	rect	green
chr9	4300000	4399999	6	rect	green
chr9	4400000	4499999	5	rect	green
chr9	4500000	4599999	3	rect	green
chr9	4600000	4699999	3	rect	green
chr9	4800000	4899999	3	rect	green
chr9	4900000	4999999	5	rect	green
chr9	5000000	5099999	6	rect	green
chr9	5100000	5199999	3	rect	green
chr9	5200000	5299999	1	rect	green
chr9	5300000	5399999	2	rect	green
chr9	5400000	5499999	4	rect	green
chr9	5500000	5599999	1	rect	green
chr9	5700000	5799999	3	rect	green
chr9	5800000	5899999	1	rect	green
chr9	5900000	5999999	1	rect	green
chr9	6000000	6099999	4	rect	green
chr9	6200000	6299999	3	rect	green
chr9	6300000	6399999	1	rect	green
chr9	6400000	6499999	1	rect	green
chr9	6500000	6599999	2	rect	green
chr9	6700000	6799999	1	rect	green
chr9	6800000	6899999	2	rect	green
chr9	6900000	6999999	1	rect	green
chr9	7100000	7199999	3	rect	green
chr9	7200000	7299999	2	rect	green
chr9	7300000	7399999	3	rect	green
chr9	7400000	7499999	2	rect	green
chr9	7500000	7599999	4	rect	green
chr9	7600000	7699999	3	rect	green
chr9	7700000	7799999	3	rect	green
chr9	7800000	7899999	1	rect	green
chr9	7900000	7999999	1	rect	green
chr9	8000000	8099999	3	rect	green
chr9	8100000	8199999	4	rect	green
chr9	8200000	8299999	2	rect	green
chr9	8300000	8399999	5	rect	green
chr9	8400000	8499999	1	rect	green
chr9	8600000	8699999	1	rect	green
chr9	8700000	8799999	3	rect	green
chr9	8800000	8899999	1	rect	green
chr9	8900000	8999999	3	rect	green
chr9	9100000	9199999	6	rect	green
chr9	9200000	9299999	3	rect	green
chr9	9400000	9499999	3	rect	green
chr9	9500000	9599999	5	rect	green
chr9	9600000	9699999	6	rect	green
chr9	9700000	9799999	6	rect	green
chr9	9900000	9999999	8	rect	green
chr9	10000000	10099999	5	rect	green
chr9	10100000	10199999	3	rect	green
chr9	10200000	10299999	4	rect	green
chr9	10300000	10399999	7	rect	green
chr9	10400000	10499999	2	rect	green
chr9	10500000	10599999	1	rect	green
chr9	10600000	10699999	3	rect	green
chr9	10700000	10799999	1	rect	green
chr9	10800000	10899999	3	rect	green
chr9	10900000	10999999	4	rect	green
chr9	11000000	11099999	3	rect	green
chr9	11100000	11199999	1	rect	green
chr9	11300000	11399999	1	rect	green
chr9	11400000	11499999	4	rect	green
chr9	11500000	11599999	4	rect	green
chr9	11600000	11699999	2	rect	green
chr9	11900000	11999999	5	rect	green
chr9	12000000	12099999	1	rect	green
chr9	12100000	12199999	2	rect	green
chr9	12200000	12299999	1	rect	green
chr9	12300000	12399999	4	rect	green
chr9	12400000	12499999	4	rect	green
chr9	12500000	12599999	4	rect	green
chr9	12600000	12699999	2	rect	green
chr9	12700000	12799999	3	rect	green
chr9	12900000	12999999	2	rect	green
chr9	13000000	13099999	3	rect	green
chr9	13100000	13199999	3	rect	green
chr9	13200000	13299999	6	rect	green
chr9	13300000	13399999	5	rect	green
chr9	13400000	13499999	1	rect	green
chr9	13500000	13599999	1	rect	green
chr9	13600000	13699999	1	rect	green
chr9	14100000	14199999	3	rect	green
chr9	14200000	14299999	5	rect	green
chr9	14300000	14399999	2	rect	green
chr9	14400000	14499999	2	rect	green
chr9	14500000	14599999	2	rect	green
chr9	14600000	14699999	7	rect	green
chr9	14700000	14799999	4	rect	green
chr9	14800000	14899999	2	rect	green
chr9	14900000	14999999	3	rect	green
chr9	15000000	15099999	3	rect	green
chr9	15100000	15199999	3	rect	green
chr9	15200000	15299999	4	rect	green
chr9	15300000	15399999	3	rect	green
chr9	15400000	15499999	1	rect	green
chr9	15500000	15599999	6	rect	green
chr9	15600000	15699999	4	rect	green
chr9	15700000	15799999	3	rect	green
chr9	15800000	15899999	3	rect	green
chr9	15900000	15999999	7	rect	green
chr9	16000000	16099999	4	rect	green
chr9	16100000	16199999	3	rect	green
chr9	16200000	16299999	4	rect	green
chr9	16300000	16399999	3	rect	green
chr9	16400000	16499999	9	rect	green
chr9	16500000	16599999	7	rect	green
chr9	16700000	16799999	1	rect	green
chr9	16800000	16899999	6	rect	green
chr9	16900000	16999999	2	rect	green
chr9	17000000	17099999	4	rect	green
chr9	17100000	17199999	5	rect	green
chr9	17200000	17299999	1	rect	green
chr9	17300000	17399999	2	rect	green
chr9	17500000	17599999	1	rect	green
chr9	18500000	18599999	1	rect	green
chr9	18600000	18699999	1	rect	green
chr9	18900000	18999999	2	rect	green
chr9	19000000	19099999	2	rect	green
chr9	19100000	19199999	1	rect	green
chr9	19200000	19299999	1	rect	green
chr9	19400000	19499999	1	rect	green
chr9	19500000	19599999	1	rect	green
chr9	19600000	19699999	1	rect	green
chr9	19800000	19899999	1	rect	green
chr9	19900000	19999999	1	rect	green
chr9	20000000	20099999	3	rect	green
chr9	20300000	20399999	5	rect	green
chr9	20400000	20499999	3	rect	green
chr9	20500000	20599999	4	rect	green
chr9	20600000	20699999	6	rect	green
chr9	20700000	20799999	2	rect	green
chr9	20800000	20899999	3	rect	green
chr9	20900000	20999999	2	rect	green
chr9	21000000	21099999	4	rect	green
chr9	21200000	21299999	1	rect	green
chr9	21300000	21399999	2	rect	green
chr9	21400000	21499999	3	rect	green
chr9	21500000	21599999	2	rect	green
chr9	21600000	21699999	3	rect	green
chr9	21700000	21799999	3	rect	green
chr9	21800000	21899999	1	rect	green
chr9	22000000	22099999	5	rect	green
chr9	22200000	22299999	4	rect	green
chr9	22300000	22399999	6	rect	green
chr9	22400000	22499999	6	rect	green
chr9	22500000	22599999	1	rect	green
chr9	22600000	22699999	4	rect	green
chr9	22700000	22799999	2	rect	green
chr9	22900000	22999999	3	rect	green
chr9	23000000	23099999	4	rect	green
chr9	23100000	23199999	1	rect	green
chr9	23200000	23299999	1	rect	green
chr9	23300000	23399999	2	rect	green
chr9	23500000	23599999	4	rect	green
chr9	23600000	23699999	2	rect	green
chr9	23700000	23799999	5	rect	green
chr9	23800000	23899999	1	rect	green
chr9	23900000	23999999	4	rect	green
chr9	24100000	24199999	3	rect	green
chr9	24200000	24299999	2	rect	green
chr9	24300000	24399999	1	rect	green
chr9	24400000	24499999	2	rect	green
chr9	24500000	24599999	3	rect	green
chr9	24600000	24699999	1	rect	green
chr9	24700000	24799999	3	rect	green
chr9	24800000	24899999	5	rect	green
chr9	24900000	24999999	3	rect	green
chr9	25000000	25099999	3	rect	green
chr9	25100000	25199999	2	rect	green
chr9	25200000	25299999	4	rect	green
chr9	25300000	25399999	3	rect	green
chr9	25400000	25499999	3	rect	green
chr9	25500000	25599999	2	rect	green
chr9	25600000	25699999	4	rect	green
chr9	25700000	25799999	4	rect	green
chr9	25800000	25899999	5	rect	green
chr9	25900000	25999999	2	rect	green
chr9	26100000	26199999	2	rect	green
chr9	26200000	26299999	3	rect	green
chr9	26300000	26399999	3	rect	green
chr9	26400000	26499999	4	rect	green
chr9	26500000	26599999	1	rect	green
chr9	26600000	26699999	1	rect	green
chr9	26700000	26799999	1	rect	green
chr9	26800000	26899999	1	rect	green
chr9	26900000	26999999	2	rect	green
chr9	27000000	27099999	4	rect	green
chr9	27100000	27199999	4	rect	green
chr9	27200000	27299999	1	rect	green
chr9	27500000	27599999	3	rect	green
chr9	27600000	27699999	3	rect	green
chr9	27800000	27899999	3	rect	green
chr9	27900000	27999999	1	rect	green
chr9	28300000	28399999	3	rect	green
chr9	28400000	28499999	3	rect	green
chr9	28500000	28599999	1	rect	green
chr9	28700000	28799999	1	rect	green
chr9	28800000	28899999	3	rect	green
chr9	28900000	28999999	5	rect	green
chr9	29000000	29099999	1	rect	green
chr9	29100000	29199999	1	rect	green
chr9	29300000	29399999	1	rect	green
chr9	29400000	29499999	4	rect	green
chr9	29500000	29599999	1	rect	green
chr9	29600000	29699999	5	rect	green
chr9	29700000	29799999	8	rect	green
chr9	29800000	29899999	3	rect	green
chr9	29900000	29999999	1	rect	green
chr9	30000000	30099999	6	rect	green
chr9	30100000	30199999	2	rect	green
chr9	30200000	30299999	2	rect	green
chr9	30300000	30399999	3	rect	green
chr9	30400000	30499999	2	rect	green
chr9	30800000	30899999	1	rect	green
chr9	30900000	30999999	1	rect	green
chr9	31000000	31099999	3	rect	green
chr9	31100000	31199999	2	rect	green
chr9	31200000	31299999	7	rect	green
chr9	31300000	31399999	2	rect	green
chr9	31400000	31499999	2	rect	green
chr9	31500000	31599999	5	rect	green
chr9	31600000	31699999	1	rect	green
chr9	31700000	31799999	2	rect	green
chr9	31800000	31899999	3	rect	green
chr9	31900000	31999999	3	rect	green
chr9	32000000	32099999	4	rect	green
chr9	32100000	32199999	3	rect	green
chr9	32200000	32299999	1	rect	green
chr9	32300000	32399999	3	rect	green
chr9	32400000	32499999	1	rect	green
chr9	32500000	32599999	2	rect	green
chr9	32600000	32699999	3	rect	green
chr9	32700000	32799999	1	rect	green
chr9	32800000	32899999	1	rect	green
chr9	32900000	32999999	3	rect	green
chr9	33000000	33099999	2	rect	green
chr9	33100000	33199999	1	rect	green
chr9	33200000	33299999	3	rect	green
chr9	33400000	33499999	3	rect	green
chr9	33500000	33599999	3	rect	green
chr9	33600000	33699999	1	rect	green
chr9	33700000	33799999	2	rect	green
chr9	33800000	33899999	2	rect	green
chr9	33900000	33999999	1	rect	green
chr9	34100000	34199999	1	rect	green
chr9	34200000	34299999	2	rect	green
chr9	34300000	34399999	2	rect	green
chr9	34400000	34499999	3	rect	green
chr9	34500000	34599999	3	rect	green
chr9	34600000	34699999	4	rect	green
chr9	34700000	34799999	5	rect	green
chr9	34800000	34899999	5	rect	green
chr9	34900000	34999999	3	rect	green
chr9	35000000	35099999	4	rect	green
chr9	35100000	35199999	1	rect	green
chr9	35200000	35299999	3	rect	green
chr9	35300000	35399999	4	rect	green
chr9	35400000	35499999	2	rect	green
chr9	35500000	35599999	2	rect	green
chr9	35600000	35699999	3	rect	green
chr9	35700000	35799999	1	rect	green
chr9	35800000	35899999	3	rect	green
chr9	35900000	35999999	5	rect	green
chr9	36000000	36099999	2	rect	green
chr9	36100000	36199999	2	rect	green
chr9	36200000	36299999	1	rect	green
chr9	36400000	36499999	3	rect	green
chr9	36500000	36599999	2	rect	green
chr9	36600000	36699999	2	rect	green
chr9	36700000	36799999	3	rect	green
chr9	36800000	36899999	5	rect	green
chr9	36900000	36999999	5	rect	green
chr9	37000000	37099999	5	rect	green
chr9	37100000	37199999	5	rect	green
chr9	37200000	37299999	1	rect	green
chr9	37300000	37399999	3	rect	green
chr9	37400000	37499999	4	rect	green
chr9	37500000	37599999	1	rect	green
chr9	37600000	37699999	3	rect	green
chr9	37700000	37799999	3	rect	green
chr9	37800000	37899999	1	rect	green
chr9	37900000	37999999	5	rect	green
chr9	38000000	38099999	2	rect	green
chr9	38100000	38199999	2	rect	green
chr9	38200000	38299999	2	rect	green
chr9	38300000	38399999	3	rect	green
chr9	38400000	38499999	2	rect	green
chr9	38700000	38799999	1	rect	green
chr9	38800000	38899999	1	rect	green
chr9	38900000	38999999	2	rect	green
chr9	39000000	39099999	1	rect	green
chr9	39200000	39299999	3	rect	green
chr9	39300000	39399999	2	rect	green
chr9	39400000	39499999	5	rect	green
chr9	39500000	39599999	1	rect	green
chr9	39600000	39699999	2	rect	green
chr9	39700000	39799999	4	rect	green
chr9	39800000	39899999	1	rect	green
chr9	39900000	39999999	2	rect	green
chrUn	0	99999	1	rect	green
chrUn	100000	199999	1	rect	green
chrUn	200000	299999	4	rect	green
chrUn	300000	399999	4	rect	green
chrUn	400000	499999	4	rect	green
chrUn	500000	599999	1	rect	green
chrUn	600000	699999	1	rect	green
chrUn	700000	799999	2	rect	green
chrUn	800000	899999	2	rect	green
chrUn	900000	999999	1	rect	green
chrUn	1000000	1099999	2	rect	green
chrUn	1100000	1199999	4	rect	green
chrUn	1200000	1299999	2	rect	green
chrUn	1300000	1399999	3	rect	green
chrUn	1400000	1499999	1	rect	green
chrUn	1500000	1599999	2	rect	green
chrUn	1600000	1699999	1	rect	green
chrUn	1700000	1799999	3	rect	green
chrUn	1800000	1899999	1	rect	green
chrUn	1900000	1999999	3	rect	green
chrUn	2000000	2099999	5	rect	green
chrUn	2200000	2299999	1	rect	green
chrUn	2300000	2399999	1	rect	green
chrUn	2400000	2499999	1	rect	green
chrUn	2800000	2899999	2	rect	green
chrUn	2900000	2999999	2	rect	green
chrUn	3000000	3099999	1	rect	green
chrUn	3100000	3199999	3	rect	green
chrUn	3200000	3299999	1	rect	green
chrUn	3300000	3399999	2	rect	green
chrUn	3400000	3499999	4	rect	green
chrUn	3500000	3599999	1	rect	green
chrUn	3600000	3699999	3	rect	green
chrUn	3700000	3799999	2	rect	green
chrUn	3900000	3999999	2	rect	green
chrUn	4000000	4099999	3	rect	green
chrUn	4200000	4299999	1	rect	green
chrUn	4300000	4399999	4	rect	green
chrUn	4400000	4499999	2	rect	green
chrUn	4600000	4699999	2	rect	green
chrUn	4700000	4799999	7	rect	green
chrUn	4800000	4899999	4	rect	green
chrUn	4900000	4999999	3	rect	green
chrUn	5000000	5099999	3	rect	green
chrUn	5100000	5199999	2	rect	green
chrUn	5200000	5299999	1	rect	green
chrUn	5500000	5599999	1	rect	green
chrUn	5600000	5699999	4	rect	green
chrUn	5700000	5799999	5	rect	green
chrUn	5800000	5899999	3	rect	green
chrUn	5900000	5999999	4	rect	green
chrUn	6000000	6099999	1	rect	green
chrUn	6100000	6199999	4	rect	green
chrUn	6200000	6299999	4	rect	green
chrUn	6300000	6399999	2	rect	green
chrUn	6400000	6499999	1	rect	green
chrUn	6800000	6899999	1	rect	green
chrUn	7000000	7099999	1	rect	green
chrUn	7600000	7699999	1	rect	green
chrUn	7700000	7799999	3	rect	green
chrUn	7800000	7899999	3	rect	green
chrUn	7900000	7999999	2	rect	green
chrUn	8000000	8099999	4	rect	green
chrUn	8100000	8199999	1	rect	green
chrUn	8200000	8299999	2	rect	green
chrUn	8400000	8499999	1	rect	green
chrUn	8500000	8599999	1	rect	green
chrUn	8600000	8699999	1	rect	green
chrUn	8700000	8799999	6	rect	green
chrUn	8800000	8899999	2	rect	green
chrUn	8900000	8999999	3	rect	green
chrUn	9000000	9099999	6	rect	green
chrUn	9100000	9199999	2	rect	green
chrUn	9200000	9299999	8	rect	green
chrUn	9400000	9499999	4	rect	green
chrUn	9500000	9599999	4	rect	green
chrUn	9600000	9699999	3	rect	green
chrUn	9700000	9799999	7	rect	green
chrUn	9800000	9899999	5	rect	green
chrUn	10200000	10299999	3	rect	green
chrUn	10300000	10399999	2	rect	green
chrUn	10400000	10499999	4	rect	green
chrUn	10500000	10599999	3	rect	green
chrUn	10600000	10699999	1	rect	green
chrUn	10700000	10799999	3	rect	green
chrUn	10800000	10899999	1	rect	green
chrUn	10900000	10999999	2	rect	green
chrUn	11000000	11099999	2	rect	green
chrUn	11100000	11199999	1	rect	green
chrUn	11200000	11299999	3	rect	green
chrUn	11300000	11399999	5	rect	green
chrUn	11500000	11599999	1	rect	green
chrUn	11600000	11699999	3	rect	green
chrUn	11700000	11799999	2	rect	green
chrUn	11800000	11899999	2	rect	green
chrUn	11900000	11999999	2	rect	green
chrUn	12000000	12099999	4	rect	green
chrUn	12300000	12399999	3	rect	green
chrUn	12400000	12499999	3	rect	green
chrUn	12500000	12599999	3	rect	green
chrUn	12600000	12699999	4	rect	green
chrUn	12700000	12799999	1	rect	green
chrUn	12800000	12899999	4	rect	green
chrUn	12900000	12999999	2	rect	green
chrUn	13000000	13099999	4	rect	green
chrUn	13100000	13199999	1	rect	green
chrUn	13200000	13299999	2	rect	green
chrUn	13300000	13399999	1	rect	green
chrUn	13400000	13499999	2	rect	green
chrUn	13500000	13599999	2	rect	green
chrUn	13700000	13799999	2	rect	green
chrUn	13800000	13899999	1	rect	green
chrUn	13900000	13999999	2	rect	green
chrUn	14000000	14099999	2	rect	green
chrUn	14200000	14299999	4	rect	green
chrUn	14300000	14399999	1	rect	green
chrUn	14400000	14499999	3	rect	green
chrUn	14500000	14599999	3	rect	green
chrUn	14700000	14799999	4	rect	green
chrUn	14800000	14899999	2	rect	green
chrUn	14900000	14999999	5	rect	green
chrUn	15100000	15199999	3	rect	green
chrUn	15300000	15399999	3	rect	green
chrUn	15400000	15499999	4	rect	green
chrUn	15500000	15599999	2	rect	green
chrUn	15600000	15699999	5	rect	green
chrUn	15700000	15799999	5	rect	green
chrUn	16000000	16099999	1	rect	green
chrUn	16100000	16199999	1	rect	green
chrUn	16300000	16399999	3	rect	green
chrUn	16400000	16499999	2	rect	green
chrUn	16500000	16599999	3	rect	green
chrUn	16600000	16699999	4	rect	green
chrUn	16700000	16799999	1	rect	green
chrUn	16800000	16899999	2	rect	green
chrUn	17000000	17099999	1	rect	green
chrUn	17100000	17199999	5	rect	green
chrUn	17200000	17299999	10	rect	green
chrUn	17300000	17399999	1	rect	green
chrUn	17400000	17499999	4	rect	green
chrUn	17500000	17599999	4	rect	green
chrUn	17600000	17699999	5	rect	green
chrUn	17700000	17799999	3	rect	green
chrUn	17800000	17899999	3	rect	green
chrUn	17900000	17999999	2	rect	green
chrUn	18000000	18099999	1	rect	green
chrUn	18200000	18299999	1	rect	green
chrUn	18400000	18499999	3	rect	green
chrUn	18500000	18599999	3	rect	green
chrUn	18600000	18699999	5	rect	green
chrUn	18700000	18799999	2	rect	green
chrUn	19400000	19499999	6	rect	green
chrUn	19600000	19699999	1	rect	green
chrUn	19700000	19799999	1	rect	green
chrUn	19800000	19899999	1	rect	green
chrUn	19900000	19999999	2	rect	green
chrUn	20000000	20099999	2	rect	green
chrUn	20400000	20499999	1	rect	green
chrUn	20800000	20899999	2	rect	green
chrUn	20900000	20999999	2	rect	green
chrUn	21400000	21499999	2	rect	green
chrUn	21600000	21699999	1	rect	green
chrUn	21700000	21799999	1	rect	green
chrUn	22000000	22099999	2	rect	green
chrUn	22100000	22199999	2	rect	green
chrUn	22200000	22299999	2	rect	green
chrUn	22300000	22399999	2	rect	green
chrUn	23500000	23599999	2	rect	green
chrUn	23700000	23799999	1	rect	green
chrUn	23900000	23999999	2	rect	green
chrUn	24000000	24099999	2	rect	green
chrUn	24100000	24199999	1	rect	green
chrUn	25700000	25799999	3	rect	green
chrUn	25800000	25899999	1	rect	green
chrUn	26000000	26099999	1	rect	green
chrUn	26200000	26299999	2	rect	green
chrUn	26300000	26399999	1	rect	green
chrUn	26500000	26599999	4	rect	green
chrUn	26600000	26699999	1	rect	green
chrUn	26700000	26799999	1	rect	green
chrUn	27000000	27099999	2	rect	green
chrUn	27300000	27399999	1	rect	green
chrUn	27400000	27499999	3	rect	green
chrUn	27500000	27599999	1	rect	green
chrUn	28200000	28299999	1	rect	green
chrUn	28500000	28599999	1	rect	green
chrUn	28600000	28699999	2	rect	green
chrUn	28900000	28999999	2	rect	green
chrUn	29000000	29099999	2	rect	green
chrUn	29200000	29299999	1	rect	green
chrUn	29300000	29399999	1	rect	green
chrUn	29500000	29599999	2	rect	green
chrUn	30200000	30299999	1	rect	green
chrUn	30600000	30699999	1	rect	green
chrUn	30800000	30899999	1	rect	green
chrUn	30900000	30999999	1	rect	green
chrUn	31000000	31099999	1	rect	green
chrUn	31100000	31199999	1	rect	green
chrUn	31200000	31299999	1	rect	green
chrUn	32300000	32399999	2	rect	green
chrUn	32900000	32999999	2	rect	green
chrUn	33500000	33599999	2	rect	green
chrUn	33800000	33899999	3	rect	green
chrUn	34000000	34099999	2	rect	green
chrUn	34200000	34299999	1	rect	green
chrUn	34900000	34999999	1	rect	green
chrUn	35300000	35399999	1	rect	green
chrUn	35700000	35799999	1	rect	green
chrUn	36300000	36399999	1	rect	green
chrUn	38700000	38799999	1	rect	green
chrUn	39000000	39099999	1	rect	green
